System,SpT,Pday,Vmag,BmV,logM,logMe,logR,logRe,logg,logge,logT,logTe,logL,logLe,Mass[solMass],log.Teff [K],B-V,Absolute Mag,SpType
ZZ_Boo-1,F3_V,4.992,6.78,0.36,0.1923,0.0022,0.3144,0.0012,4.0016,0.0019,3.827,0.006,0.893,0.026,1.5570408259018376,3.827,0.36,2.5675,F
ZZ_Boo-2,F3_V,4.992,6.78,0.36,0.2038,0.0033,0.3434,0.0012,3.955,0.0023,3.825,0.006,0.943,0.026,1.5988215745080956,3.825,0.36,2.4425,F
AY_Cam-1,none,2.735,9.9,0.36,0.279,0.0091,0.4426,0.0031,3.832,0.015,3.86,0.015,1.28,0.006,1.9010782799233001,3.86,0.36,1.5999999999999996,n
AY_Cam-2,none,2.735,9.9,0.36,0.2317,0.0092,0.3064,0.0032,4.057,0.016,3.869,0.02,1.042,0.006,1.704904275992887,3.869,0.36,2.195,n
AI_Hya-1,F2_m,8.29,9.36,0.36,0.29,0.0074,0.44,0.0024,3.848,0.003,3.886,0.006,1.381,0.034,1.9498445997580451,3.886,0.36,1.3474999999999997,F
AI_Hya-2,F0_V,8.29,9.36,0.36,0.3214,0.0073,0.5869,0.0024,3.586,0.003,3.856,0.014,1.554,0.035,2.0960420931948778,3.856,0.36,0.9149999999999996,F
EI_Cep-1,F3_IV,8.439,7.61,0.33,0.2485,0.0017,0.4618,0.0072,3.763,0.014,3.829,0.007,1.193,0.03,1.7721480451351173,3.829,0.33,1.8175,F
EI_Cep-2,F1_V,8.439,7.61,0.33,0.2253,0.0016,0.3672,0.0082,3.929,0.016,3.842,0.006,1.055,0.03,1.6799640954848132,3.842,0.33,2.1625,F
V442_Cyg-1,F1_V,2.386,9.72,0.32,0.1942,0.0067,0.3164,0.0071,3.999,0.016,3.839,0.006,0.94,0.03,1.5638676645114105,3.839,0.32,2.45,F
V442_Cyg-2,F2_V,2.386,9.72,0.32,0.1492,0.0071,0.2206,0.0086,4.146,0.019,3.833,0.006,0.72,0.03,1.4099379493587232,3.833,0.32,3.0,F
PV_Pup-1,A8_V,1.661,6.89,0.32,0.1945,0.0031,0.1881,0.0051,4.257,0.01,3.84,0.019,0.69,0.08,1.5649483192248699,3.84,0.32,3.075,A
PV_Pup-2,A8_V,1.661,6.89,0.32,0.1915,0.0036,0.1758,0.0052,4.278,0.011,3.841,0.019,0.67,0.08,1.554175290771585,3.841,0.32,3.125,A
BT_Vul-1,F0_V,1.141,11.69,0.31,0.1886,0.0028,0.1864,0.0051,4.254,0.011,3.862,0.009,0.772,0.038,1.5438318628248198,3.862,0.31,2.8699999999999997,F
BT_Vul-2,F7_V,1.141,11.69,0.31,0.0862,0.0028,0.0611,0.0109,4.403,0.022,3.797,0.012,0.26,0.055,1.2195510936596836,3.797,0.31,4.1499999999999995,F
EPIC_211982753-1,none,5.39,8.77,0.3,0.2279,0.0051,0.2201,0.0052,4.226,0.01,3.87,0.015,0.875,0.01,1.6900517380435738,3.87,0.3,2.6125,n
EPIC_211982753-2,none,5.39,8.77,0.3,0.2014,0.0055,0.1847,0.0057,4.27,0.011,3.844,0.016,0.703,0.013,1.5900105282148647,3.844,0.3,3.0425,n
MY_Cyg-1,F0_Vm,4.005,8.31,0.3,0.2601,0.0072,0.3464,0.0039,4.01,0.01,3.851,0.012,1.05,0.04,1.8201199084601032,3.851,0.3,2.175,F
MY_Cyg-2,F0_Vm,4.005,8.31,0.3,0.2553,0.0072,0.3579,0.0038,3.98,0.01,3.847,0.012,1.06,0.05,1.800113960418011,3.847,0.3,2.1499999999999995,F
TV_Nor-1,none,8.524,9.0,0.3,0.3124,0.0047,0.2646,0.0028,4.221,0.01,3.96,0.007,1.325,0.034,2.0530522392794692,3.96,0.3,1.4874999999999998,n
TV_Nor-2,none,8.524,9.0,0.3,0.2214,0.0047,0.1903,0.0039,4.278,0.012,3.892,0.006,0.902,0.035,1.664945415795275,3.892,0.3,2.545,n
MU_Cas-1,B5_V,9.653,10.8,0.3,0.6599,0.0086,0.5647,0.0047,3.969,0.01,4.179,0.014,2.8,0.06,4.569829532859611,4.179,0.3,-2.2,B
MU_Cas-2,B5_V,9.653,10.8,0.3,0.6684,0.0093,0.6222,0.0052,3.861,0.01,4.169,0.014,2.88,0.06,4.660151117021841,4.169,0.3,-2.3999999999999995,B
AH_Cep-1,B0.5_V,1.775,6.81,0.3,1.2079,0.007,0.8136,0.0067,4.019,0.012,4.487,0.008,4.53,0.03,16.13986879824255,4.487,0.3,-6.525000000000001,B
AH_Cep-2,B0.5_V,1.775,6.81,0.3,1.1364,0.0067,0.7513,0.0085,4.073,0.018,4.459,0.008,4.3,0.04,13.689891307007354,4.459,0.3,-5.95,B
XY_Cet-1,A8_Vm,2.781,8.8,0.29,0.2487,0.0039,0.2725,0.0081,4.142,0.016,3.896,0.006,1.082,0.03,1.7729643374131954,3.896,0.29,2.0949999999999998,A
XY_Cet-2,F0_Vm,2.781,8.8,0.29,0.2082,0.0038,0.2487,0.0071,4.149,0.014,3.882,0.007,0.978,0.032,1.6151021676255977,3.882,0.29,2.355,F
EY_Cep-1,F0_V,7.971,9.8,0.27,0.1827,0.0023,0.1652,0.0024,4.29,0.006,3.851,0.01,0.69,0.04,1.5230003389847895,3.851,0.27,3.075,F
EY_Cep-2,F0_V,7.971,9.8,0.27,0.1755,0.0041,0.1667,0.003,4.28,0.006,3.843,0.01,0.66,0.04,1.497959253044877,3.843,0.27,3.1499999999999995,F
V2365_Oph-1,A1_V,4.866,8.86,0.26,0.2934,0.0038,0.3404,0.0018,4.051,0.003,3.978,0.009,1.544,0.05,1.9651694314969124,3.978,0.26,0.9399999999999995,A
V2365_Oph-2,none,4.866,8.86,0.26,0.0237,0.0041,-0.0297,0.0019,4.521,0.004,3.806,0.014,0.121,0.01,1.0560877376240356,3.806,0.26,4.4975,n
V788_Cen-1,A7_IV,4.966,5.74,0.25,0.2927,0.0015,0.4366,0.0016,3.858,0.004,3.893,0.006,1.401,0.024,1.9620045039256462,3.893,0.25,1.2974999999999999,A
V788_Cen-2,A9_V,4.966,5.74,0.25,0.1893,0.001,0.2154,0.0029,4.197,0.009,3.87,0.007,0.864,0.029,1.5463222322497001,3.87,0.25,2.6399999999999997,A
RR_Lyn-1,A6_IVm,9.945,5.54,0.22,0.2877,0.0015,0.4089,0.0032,3.9078,0.0063,3.89,0.012,1.334,0.035,1.9395456240865496,3.89,0.22,1.4649999999999999,A
RR_Lyn-2,F0_Vm:,9.945,5.54,0.22,0.179,0.0009,0.2076,0.0035,4.2017,0.0071,3.856,0.012,0.795,0.049,1.5100801541641484,3.856,0.22,2.8125,F
SZ_Cen-1,A7_V,4.108,8.48,0.22,0.3649,0.0049,0.6584,0.0031,3.486,0.008,3.875,0.017,1.77,0.07,2.316861111559155,3.875,0.22,0.375,A
SZ_Cen-2,A7_V,4.108,8.48,0.22,0.3574,0.004,0.5592,0.0031,3.677,0.007,3.892,0.017,1.64,0.07,2.2771938382268644,3.892,0.22,0.7000000000000002,A
V506_Oph-1,F1_V,1.06,11.41,0.21,0.1508,0.0031,0.2368,0.0025,4.1155,0.0061,3.835,0.01,0.766,0.039,1.4151419329314294,3.835,0.21,2.885,F
V506_Oph-2,F1_V,1.06,11.41,0.21,0.1467,0.0028,0.2284,0.0031,4.1284,0.0067,3.831,0.007,0.734,0.028,1.4018450097984843,3.831,0.21,2.965,F
RS_Cha-1,A8_V,1.67,6.03,0.2,0.269,0.0037,0.3298,0.0112,4.047,0.023,3.906,0.01,1.24,0.05,1.8578044550916986,3.906,0.2,1.6999999999999997,A
RS_Cha-2,A8_V,1.67,6.03,0.2,0.2603,0.0043,0.3688,0.0102,3.961,0.021,3.886,0.01,1.24,0.05,1.8209582976852758,3.886,0.2,1.6999999999999997,A
V459_Cas-1,A1_m,8.458,10.37,0.2,0.3054,0.0065,0.303,0.0028,4.136,0.006,3.961,0.014,1.41,0.05,2.0202262041587624,3.961,0.2,1.275,A
V459_Cas-2,A1_m,8.458,10.37,0.2,0.2923,0.0066,0.2934,0.0029,4.144,0.006,3.959,0.014,1.38,0.06,1.960198262928801,3.959,0.2,1.35,A
HW_CMa-1,A7_Vm,21.118,10.0,0.19,0.2358,0.0028,0.2156,0.0048,4.242,0.01,3.879,0.009,0.898,0.036,1.721075807758846,3.879,0.19,2.5549999999999997,A
HW_CMa-2,A7_Vm,21.118,10.0,0.19,0.2507,0.0029,0.2206,0.0055,4.247,0.011,3.886,0.008,0.94,0.035,1.7811479689657683,3.886,0.19,2.45,A
V889_Aql-1,B9.5_V,11.121,8.58,0.19,0.3365,0.004,0.2718,0.0093,4.23,0.02,3.964,0.005,1.354,0.027,2.1702012035683533,3.964,0.19,1.4149999999999996,B
V889_Aql-2,B9.5_V,11.121,8.58,0.19,0.3284,0.0041,0.2672,0.0094,4.23,0.02,3.958,0.005,1.32,0.029,2.130100037411251,3.958,0.19,1.4999999999999996,B
GW_Eri-1,A4_Vm,3.659,5.8,0.18,0.2537,0.0014,0.262,0.0038,4.168,0.007,3.923,0.004,1.149,0.018,1.7934942968627026,3.923,0.18,1.9274999999999998,A
GW_Eri-2,A4_Vm,3.659,5.8,0.18,0.2496,0.0013,0.2543,0.0036,4.179,0.007,3.913,0.004,1.114,0.02,1.7766423082036156,3.913,0.18,2.0149999999999997,A
V362_Pav-1,A4_V,2.748,7.4,0.18,0.2869,0.004,0.3411,0.0018,4.043,0.004,3.914,0.004,1.292,0.016,1.9359761376414342,3.914,0.18,1.5699999999999998,A
V362_Pav-2,K,2.748,7.4,0.18,-0.0571,0.0025,-0.0743,0.0029,4.53,0.006,3.695,0.018,-0.409,0.067,0.8767989074889645,3.695,0.18,5.8225,K
V364_Lac-1,A7_m,7.352,8.36,0.18,0.3679,0.0028,0.5194,0.005,3.767,0.01,3.917,0.008,1.657,0.033,2.332920825560106,3.917,0.18,0.6574999999999998,A
V364_Lac-2,A7_m,7.352,8.36,0.18,0.361,0.0047,0.4749,0.0051,3.849,0.011,3.929,0.008,1.62,0.032,2.296148648112362,3.929,0.18,0.7499999999999991,A
V1031_Ori-1,A3_V,3.406,6.02,0.18,0.3932,0.0032,0.6356,0.0034,3.56,0.008,3.895,0.028,1.8,0.11,2.4728626781870213,3.895,0.18,0.2999999999999998,A
V1031_Ori-2,A6_V,3.406,6.02,0.18,0.3591,0.003,0.4738,0.0093,3.85,0.019,3.924,0.026,1.6,0.11,2.286125142543462,3.924,0.18,0.7999999999999998,A
V453_Cyg-1,B0.4_IV,3.89,8.29,0.18,1.1449,0.0072,0.9378,0.0028,3.708,0.004,4.459,0.008,4.666,0.031,13.96046872372861,4.459,0.18,-6.865000000000001,B
V453_Cyg-2,B0.7_IV,3.89,8.29,0.18,1.0453,0.007,0.7202,0.0046,4.044,0.009,4.442,0.009,4.163,0.039,11.099412707748233,4.442,0.18,-5.607500000000001,B
KW_Hya-1,A5_Vm,7.75,6.11,0.17,0.2956,0.0062,0.3272,0.0031,4.079,0.013,3.903,0.011,1.221,0.044,1.9751496220607587,3.903,0.17,1.7474999999999996,A
KW_Hya-2,F0_V,7.75,6.11,0.17,0.1723,0.0038,0.1581,0.0066,4.27,0.01,3.843,0.013,0.64,0.054,1.4869624448689482,3.843,0.17,3.1999999999999997,F
EG_Ser-1,A2_V,9.947,9.24,0.17,0.3424,0.0099,0.2458,0.0032,4.29,0.01,3.944,0.01,1.22,0.03,2.199885109049249,3.944,0.17,1.75,A
EG_Ser-2,A4_V,9.947,9.24,0.17,0.2989,0.0109,0.2133,0.0035,4.31,0.01,3.92,0.01,1.06,0.046,1.9902150222793353,3.92,0.17,2.1499999999999995,A
PV_Cas-1,B9.5_V,1.75,9.74,0.17,0.4409,0.0094,0.3533,0.0031,4.17,0.02,4.008,0.01,1.69,0.04,2.7599422828542637,4.008,0.17,0.5750000000000002,B
PV_Cas-2,B9.5_V,1.75,9.74,0.17,0.4487,0.0077,0.3612,0.004,4.17,0.02,4.008,0.01,1.71,0.04,2.8099591088425018,4.008,0.17,0.5249999999999995,B
V578_Mon-1,B0_V,2.408,8.54,0.17,1.1626,0.0024,0.7332,0.0032,4.133,0.018,4.477,0.007,4.33,0.03,14.541191703751764,4.477,0.17,-6.0249999999999995,B
V578_Mon-2,B1:_V,2.408,8.54,0.17,1.0124,0.0025,0.6325,0.0051,4.185,0.021,4.411,0.007,3.86,0.03,10.289635722967539,4.411,0.17,-4.8500000000000005,B
GL_Car-1,B0.5_V,2.422,9.7,0.17,1.2003,0.0085,0.7195,0.004,4.199,0.007,4.491,0.007,4.357,0.029,15.859883761122811,4.491,0.17,-6.0925,B
GL_Car-2,B1_V,2.422,9.7,0.17,1.1746,0.0087,0.6962,0.0045,4.22,0.008,4.483,0.007,4.278,0.03,14.948582065638277,4.483,0.17,-5.894999999999999,B
V885_Cyg-1,A3_m,1.695,10.03,0.15,0.3021,0.0063,0.3701,0.0022,4.0,0.007,3.923,0.008,1.38,0.03,2.0049336272477256,3.923,0.15,1.35,A
V885_Cyg-2,A4_m,1.695,10.03,0.15,0.3491,0.0051,0.5296,0.0033,3.728,0.008,3.911,0.008,1.66,0.03,2.23408658105638,3.911,0.15,0.6500000000000004,A
WW_Aur-1,A4_Vm,2.525,5.87,0.14,0.2931,0.0015,0.2849,0.0025,4.162,0.007,3.901,0.024,1.129,0.092,1.9638124092982845,3.901,0.14,1.9775,A
WW_Aur-2,A5_Vm,2.525,5.87,0.14,0.2586,0.0017,0.2651,0.0026,4.167,0.007,3.885,0.024,1.023,0.093,1.81384428087062,3.885,0.14,2.2425,A
V335_Ser-1,A1_V,3.45,7.49,0.14,0.3318,0.0028,0.3075,0.0064,4.155,0.011,3.955,0.007,1.39,0.03,2.146841589360741,3.955,0.14,1.3250000000000002,A
V335_Ser-2,A3_V,3.45,7.49,0.14,0.2801,0.0018,0.238,0.01,4.241,0.017,3.93,0.008,1.15,0.04,1.9058995170243642,3.93,0.14,1.9249999999999998,A
V624_Her-1,A3_Vm,3.895,6.2,0.14,0.3583,0.0029,0.4814,0.0049,3.834,0.01,3.911,0.008,1.56,0.03,2.2819178206806474,3.911,0.14,0.8999999999999995,A
V624_Her-2,A7_V,3.895,6.2,0.14,0.2744,0.003,0.3442,0.0067,4.024,0.014,3.9,0.008,1.24,0.04,1.8810485289187044,3.9,0.14,1.6999999999999997,A
SW_CMa-1,A4_m,10.092,9.72,0.13,0.3501,0.0027,0.4791,0.0029,3.8298,0.0065,3.914,0.008,1.566,0.032,2.239236682512356,3.914,0.13,0.8849999999999998,A
SW_CMa-2,A5_m,10.092,9.72,0.13,0.323,0.0037,0.3971,0.0073,3.967,0.015,3.908,0.008,1.38,0.035,2.1037784397664754,3.908,0.13,1.35,A
WX_Cep-1,A2_V,3.378,9.03,0.11,0.4047,0.0086,0.6014,0.0033,3.64,0.011,3.911,0.012,1.8,0.05,2.539218069886714,3.911,0.11,0.2999999999999998,A
WX_Cep-2,A5_V,3.378,9.03,0.11,0.3672,0.0084,0.4331,0.0037,3.939,0.011,3.949,0.012,1.62,0.05,2.3291636302139667,3.949,0.11,0.7499999999999991,A
V573_Car-1,O9.5V_(n),1.469,9.52,0.11,1.1793,0.0037,0.7347,0.0034,4.148,0.007,4.504,0.005,4.439,0.023,15.111236409458826,4.504,0.11,-6.2975,O
V573_Car-2,B0.5V_(n),1.469,9.52,0.11,1.0924,0.0035,0.6559,0.0047,4.218,0.009,4.458,0.005,4.098,0.023,12.370863074892704,4.458,0.11,-5.444999999999999,B
FT_Ori-1,A0_Vm,3.15,9.26,0.1,0.3389,0.0044,0.2695,0.003,4.237,0.006,3.982,0.018,1.486,0.023,2.1822273775659142,3.982,0.1,1.085,A
FT_Ori-2,A2_Vm,3.15,9.26,0.1,0.2512,0.0049,0.2084,0.0035,4.272,0.007,3.935,0.015,1.179,0.025,1.7831997722329167,3.935,0.1,1.8524999999999996,A
EE_Peg-1,A3_m,2.628,6.97,0.08,0.3326,0.0048,0.3201,0.0052,4.131,0.01,3.94,0.01,1.352,0.041,2.150799862298118,3.94,0.08,1.4199999999999995,A
EE_Peg-2,F5_V,2.628,6.97,0.08,0.1245,0.0036,0.1179,0.0043,4.327,0.008,3.81,0.02,0.427,0.082,1.3319870423131621,3.81,0.08,3.7325,F
V1229_Tau-1,A0_V,2.46,6.84,0.08,0.3566,0.0021,0.255,0.0046,4.285,0.009,4.009,0.004,1.499,0.018,2.2730029532909763,4.009,0.08,1.0524999999999993,A
V1229_Tau-2,A_Vm,2.46,6.84,0.08,0.2028,0.0022,0.1492,0.0065,4.342,0.013,3.885,0.005,0.792,0.023,1.595144386927602,3.885,0.08,2.82,A
DW_Car-1,B1_V,1.328,9.68,0.07,1.0546,0.0046,0.6588,0.0043,4.175,0.008,4.446,0.016,4.055,0.063,11.339659133476628,4.446,0.07,-5.3374999999999995,B
DW_Car-2,B1_V,1.328,9.68,0.07,1.0265,0.0057,0.6332,0.0056,4.198,0.011,4.423,0.016,3.915,0.067,10.629185832756889,4.423,0.07,-4.9875,B
GZ_CMa-1,A3_Vm,4.801,7.98,0.06,0.3436,0.0037,0.3965,0.0056,3.989,0.012,3.945,0.017,1.53,0.07,2.205972021747327,3.945,0.06,0.9749999999999996,A
GZ_CMa-2,A4:_V,4.801,7.98,0.06,0.3021,0.0039,0.3286,0.0075,4.083,0.016,3.931,0.017,1.33,0.07,2.0049336272477256,3.931,0.06,1.4749999999999996,A
V396_Cas-1,A1_V,5.505,9.56,0.06,0.3798,0.004,0.4136,0.0022,3.99,0.004,3.965,0.007,1.642,0.028,2.3977284699638193,3.965,0.06,0.6950000000000003,A
V396_Cas-2,A3_V,5.505,9.56,0.06,0.279,0.0037,0.2502,0.0024,4.216,0.005,3.932,0.006,1.183,0.024,1.9010782799233001,3.932,0.06,1.8424999999999998,A
V3903_Sgr-1,O7V(n),1.744,7.27,0.06,1.4357,0.0088,0.9078,0.0046,4.058,0.016,4.58,0.021,5.087,0.029,27.270933226839016,4.58,0.06,-7.9174999999999995,O
V3903_Sgr-2,B0:V:,1.744,7.27,0.06,1.279,0.0101,0.7871,0.0043,4.143,0.013,4.531,0.021,4.658,0.032,19.010782799232995,4.531,0.06,-6.8450000000000015,B
PT_Vel-1,A0_V,1.802,7.03,0.05,0.342,0.0032,0.321,0.0041,4.138,0.008,3.966,0.007,1.461,0.038,2.197859872784825,3.966,0.05,1.1474999999999995,A
PT_Vel-2,A8_V,1.802,7.03,0.05,0.2111,0.0024,0.1928,0.0056,4.263,0.011,3.883,0.01,0.875,0.025,1.6259230952795536,3.883,0.05,2.6125,A
EK_Cep-1,A2_V,4.428,7.87,0.04,0.3073,0.0049,0.1984,0.0019,4.349,0.01,3.954,0.01,1.17,0.04,2.0290838770092052,3.954,0.04,1.875,A
EK_Cep-2,G5_Vp,4.428,7.87,0.04,0.0508,0.0046,0.1189,0.002,4.251,0.006,3.756,0.015,0.21,0.06,1.12408719346973,3.756,0.04,4.2749999999999995,G
beta_Aur-1,A1_Vm,3.96,1.89,0.04,0.3758,0.0049,0.4412,0.0027,3.932,0.005,3.971,0.009,1.721,0.038,2.3757459632190105,3.971,0.04,0.4974999999999996,A
beta_Aur-2,A1_Vm,3.96,1.89,0.04,0.36,0.0051,0.4096,0.0029,3.979,0.005,3.964,0.009,1.63,0.038,2.290867652767773,3.964,0.04,0.7250000000000005,A
AR_Aur-1,B9_V,4.135,6.17,0.04,0.4055,0.0015,0.255,0.0031,4.333,0.008,4.039,0.012,1.61,0.05,2.543899793129799,4.039,0.04,0.7749999999999995,B
AR_Aur-2,B9_V,4.135,6.17,0.04,0.3725,0.0015,0.2634,0.0045,4.284,0.01,4.015,0.013,1.53,0.05,2.357762195961254,4.015,0.04,0.9749999999999996,B
alpha_Dra-1,A0_III,51.417,3.68,0.04,0.5032,0.006,0.693,0.0032,3.555,0.006,4.01,0.004,2.38,0.018,3.1856642365731127,4.01,0.04,-1.1499999999999995,A
alpha_Dra-2,none,51.417,3.68,0.04,0.3858,0.0034,0.3666,0.0097,4.09,0.019,3.997,0.014,1.667,0.059,2.431084195601304,3.997,0.04,0.6324999999999994,n
YZ_Cas-1,A1_Vm,4.467,5.64,0.03,0.3547,0.0023,0.4023,0.0019,3.988,0.004,3.979,0.005,1.672,0.022,2.2630804869126924,3.979,0.03,0.6200000000000001,A
YZ_Cas-2,F2_V,4.467,5.64,0.03,0.1222,0.0023,0.1242,0.002,4.311,0.004,3.838,0.015,0.552,0.061,1.324951557462096,3.838,0.03,3.42,F
psi_Cen-1,A0_IV,38.813,4.05,0.03,0.5034,0.0042,0.5814,0.0008,3.779,0.003,4.019,0.012,2.147,0.05,3.1871316270228003,4.019,0.03,-0.5674999999999999,A
psi_Cen-2,none,38.813,4.05,0.03,0.2925,0.0033,0.2778,0.0009,4.175,0.004,3.944,0.015,1.244,0.059,1.9611011754760475,3.944,0.03,1.69,n
HD_96609-1,B9,8.192,8.61,0.02,0.4249,0.0033,0.4378,0.001,3.987,0.001,3.985,0.011,1.76,0.04,2.660112475741937,3.985,0.02,0.39999999999999947,B
HD_96609-2,none,8.192,8.61,0.02,0.2648,0.0024,0.2297,0.0013,4.243,0.002,3.952,0.012,1.22,0.04,1.8399244897966713,3.952,0.02,1.75,n
V596_Pup-1,A1_V,4.596,6.58,0.0,0.3224,0.0045,0.3359,0.004,4.089,0.009,3.978,0.009,1.54,0.04,2.100873969240991,3.978,0.0,0.9499999999999997,A
V596_Pup-2,A1_V,4.596,6.58,0.0,0.322,0.0039,0.3359,0.004,4.088,0.009,3.978,0.009,1.54,0.04,2.0989398836235242,3.978,0.0,0.9499999999999997,A
V467_Vel-1,O6_Vf,2.753,10.9,0.0,1.4031,0.012,0.9996,0.0039,3.842,0.016,4.559,0.031,5.187,0.126,25.298804558879283,4.559,0.0,-8.1675,O
V467_Vel-2,B1_V,2.753,10.9,0.0,0.9165,0.009,0.5428,0.0037,4.268,0.017,4.402,0.046,3.649,0.11,8.250874854788075,4.402,0.0,-4.322500000000001,B
V1647_Sgr-1,A1_V,3.283,6.94,-0.01,0.3402,0.0073,0.2627,0.0043,4.253,0.012,3.982,0.014,1.41,0.05,2.1887693574314184,3.982,-0.01,1.275,A
V1647_Sgr-2,A1_V,3.283,6.94,-0.01,0.2949,0.0073,0.2217,0.0044,4.289,0.012,3.959,0.014,1.23,0.06,1.9719686212798366,3.959,-0.01,1.7249999999999996,A
V906_Sco-1,B9_V,2.786,5.96,-0.01,0.5123,0.0092,0.5459,0.0048,3.858,0.013,4.029,0.02,2.162,0.082,3.253119373138487,4.029,-0.01,-0.6049999999999995,B
V906_Sco-2,B9_V,2.786,5.96,-0.01,0.5287,0.0091,0.6552,0.0034,3.656,0.012,4.017,0.021,2.33,0.084,3.3783138992905797,4.017,-0.01,-1.0250000000000004,B
OGLE-LMC-ECL-22270-1,none,5.414,14.03,-0.02,1.1209,0.0026,0.9284,0.0051,3.702,0.01,4.417,0.027,4.478,0.01,13.209914296476894,4.417,-0.02,-6.3950000000000005,n
OGLE-LMC-ECL-22270-2,none,5.414,14.03,-0.02,1.1596,0.0042,1.1123,0.0017,3.374,0.003,4.376,0.024,4.681,0.003,14.441090844161215,4.376,-0.02,-6.902500000000001,n
V402_Lac-1,B8_V,3.782,6.73,-0.04,0.4472,0.0078,0.3766,0.0055,4.132,0.013,4.054,0.01,1.93,0.04,2.8002705950106352,4.054,-0.04,-0.025000000000000355,B
V402_Lac-2,B8_V,3.782,6.73,-0.04,0.444,0.0078,0.3729,0.0055,4.136,0.014,4.052,0.009,1.91,0.04,2.7797132677592886,4.052,-0.04,0.025000000000000355,B
V541_Cyg-1,B9.5_V,15.338,10.44,-0.06,0.3683,0.0028,0.2693,0.0026,4.2675,0.0051,4.027,0.008,1.601,0.033,2.335070514863077,4.027,-0.06,0.7975000000000003,B
V541_Cyg-2,B9.5_V,15.338,10.44,-0.06,0.3541,0.0029,0.2572,0.0034,4.277,0.0064,4.015,0.008,1.528,0.035,2.2599560844343753,4.015,-0.06,0.9799999999999995,B
TZ_Men-1,A0_V,8.57,6.19,-0.06,0.3957,0.0044,0.3045,0.0043,4.225,0.011,4.017,0.017,1.63,0.07,2.487138670222842,4.017,-0.06,0.7250000000000005,A
